,2011/02,2011/02,2011/02,2011/02,2012/02,2012/02,2012/02,2012/02,2013/02,2013/02,2013/02,2013/02,2014/02,2014/02,2014/02,2014/02,2014/08,2014/08,2014/08,2014/08,2014/12,2014/12,2014/12,2014/12,2015/02,2015/02,2015/02,2015/02,2015/06,2015/06,2015/06,2015/06,2015/07,2015/07,2015/07,2015/07,2015/08,2015/08,2015/08,2015/08,2015/09,2015/09,2015/09,2015/09,2015/11,2015/11,2015/11,2015/11,2015/12,2015/12,2015/12,2015/12,2016/02,2016/02,2016/02,2016/02,2016/03,2016/03,2016/03,2016/03,2016/06,2016/06,2016/06,2016/06,2016/07,2016/07,2016/07,2016/07,2016/08,2016/08,2016/08,2016/08,2016/09,2016/09,2016/09,2016/09,2016/11,2016/11,2016/11,2016/11,2016/12,2016/12,2016/12,2016/12,2017/02,2017/02,2017/02,2017/02,2017/03,2017/03,2017/03,2017/03,2017/06,2017/06,2017/06,2017/06,2017/07,2017/07,2017/07,2017/07,2017/08,2017/08,2017/08,2017/08,2017/09,2017/09,2017/09,2017/09,2017/11,2017/11,2017/11,2017/11,2017/12,2017/12,2017/12,2017/12,2018/02,2018/02,2018/02,2018/02,2018/03,2018/03,2018/03,2018/03,2018/06,2018/06,2018/06,2018/06,2018/07,2018/07,2018/07,2018/07,2018/08,2018/08,2018/08,2018/08,2018/09,2018/09,2018/09,2018/09,2018/11,2018/11,2018/11,2018/11,2018/12,2018/12,2018/12,2018/12,2019/02,2019/02,2019/02,2019/02,2019/03,2019/03,2019/03,2019/03,2019/06,2019/06,2019/06,2019/06,2019/07,2019/07,2019/07,2019/07,2019/08,2019/08,2019/08,2019/08,2019/09,2019/09,2019/09,2019/09,회사명,업종,주요제품,상장일,결산월,대표자명,홈페이지,지역
,PBR,PCR,PER,PSR,PBR,PCR,PER,PSR,PBR,PCR,PER,PSR,PBR,PCR,PER,PSR,PBR,PCR,PER,PSR,PBR,PCR,PER,PSR,PBR,PCR,PER,PSR,PBR,PCR,PER,PSR,PBR,PCR,PER,PSR,PBR,PCR,PER,PSR,PBR,PCR,PER,PSR,PBR,PCR,PER,PSR,PBR,PCR,PER,PSR,PBR,PCR,PER,PSR,PBR,PCR,PER,PSR,PBR,PCR,PER,PSR,PBR,PCR,PER,PSR,PBR,PCR,PER,PSR,PBR,PCR,PER,PSR,PBR,PCR,PER,PSR,PBR,PCR,PER,PSR,PBR,PCR,PER,PSR,PBR,PCR,PER,PSR,PBR,PCR,PER,PSR,PBR,PCR,PER,PSR,PBR,PCR,PER,PSR,PBR,PCR,PER,PSR,PBR,PCR,PER,PSR,PBR,PCR,PER,PSR,PBR,PCR,PER,PSR,PBR,PCR,PER,PSR,PBR,PCR,PER,PSR,PBR,PCR,PER,PSR,PBR,PCR,PER,PSR,PBR,PCR,PER,PSR,PBR,PCR,PER,PSR,PBR,PCR,PER,PSR,PBR,PCR,PER,PSR,PBR,PCR,PER,PSR,PBR,PCR,PER,PSR,PBR,PCR,PER,PSR,PBR,PCR,PER,PSR,PBR,PCR,PER,PSR,,,,,,,,
A000590,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45,3.86,4.24,0.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.44,8.18,10.09,0.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.43,11.51,15.71,0.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.34,8.43,11.76,0.60,,,,,,,,,,,,,,,,,,,,,0.30,,,,CS홀딩스,기타 금융업,"브랜드 수익, 자회사 배당",1975-12-22,12월,장원영,http://www.chosunwelding.com,경상북도
A000640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.57,10.93,16.93,1.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.08,4.65,5.51,1.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.86,14.09,24.11,1.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.91,,,0.95,,,,,,,,,,,,,,,,,,,,,0.71,,,,동아쏘시오홀딩스,기타 금융업,"의약품(피로회복제/박카스,병원용의약품),비의약품(의료기기,염모제,가글제) 제조,도소매/화장품 생산",1970-02-10,12월,한종현,http://www.donga.co.kr,서울특별시
A000650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.08,14.04,22.14,1.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.33,25.26,51.81,2.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.87,4.55,4.99,2.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.83,42.22,,2.04,,,,,,,,,,,,,,,,,,,,,,,,,천일고속,육상 여객 운송업,"고속버스운수(경부선,44개 노선),도로여객운수업,운수창고업,유류판매,부동산 임대",1977-06-23,12월,박도현,http://www.chunilexpress.com,부산광역시
A000660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.01,2.71,5.18,1.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.31,4.39,11.02,1.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.61,3.55,5.23,1.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.89,2.00,2.83,1.09,,,,,,,,,,,,,,,,,,,,,1.18,,,,SK하이닉스,반도체 제조업,"반도체,컴퓨터,통신기기 제조,도매",1996-12-26,12월,이석희,http://www.skhynix.com,경기도
A000670,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.77,5.65,15.67,0.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.71,5.89,12.07,0.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.66,5.01,8.09,0.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45,4.82,12.39,0.46,,,,,,,,,,,,,,,,,,,,,0.35,,,,영풍,1차 비철금속 제조업,"제1차 금속산업(아연괴,황산,카드뮴괴),건전지 제조,무역",1976-06-12,12월,"이강인, 박영민",http://www.ypzinc.co.kr,서울특별시
A000680,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.40,,,0.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.38,,,0.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.35,7.27,11.08,0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.29,7.28,11.99,0.44,,,,,,,,,,,,,,,,,,,,,0.35,,,,LS네트웍스,상품 종합 도매업,"혁화,의류,등산용품 도매,제조/부동산 임대",1973-11-15,12월,"구자용,문성준(각자 대표이사)",http://www.lsnetworks.co.kr,경상남도
A000700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.88,8.19,9.68,0.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.65,45.64,,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.77,43.29,,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.70,9.07,18.63,0.44,,,,,,,,,,,,,,,,,,,,,0.78,,,,유수홀딩스,회사 본부 및 경영 컨설팅 서비스업,지주사업,1956-03-03,12월,송영규,http://www.eusu-holdings.com,서울특별시
A000720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.56,5.16,7.56,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.75,6.26,8.34,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.63,10.24,20.06,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.97,10.99,15.95,0.36,,,,,,,,,,,,,,,,,,,,,0.76,,,,현대건설,토목 건설업,"공사수입,주택분양,건설산업부문 설계,감리 등 엔지니어링서비스",1984-12-22,12월,박동욱,http://www.hdec.kr,서울특별시
A000760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.51,123.99,,0.83,,,,,,,,,,,,,,,,,,,,,0.49,46.67,201.43,0.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.47,,,0.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.50,292.64,,0.77,,,,,,,,,,,,,,,,,,,,,0.41,,,,이화산업,기타 전문 도매업,"염료(반응성염료,분산염료,범용염료,직접염료,산성염료),염료화성품,합성수지,고무 도매,제조",1994-04-29,12월,홍성우,http://www.rifa.co.kr,서울특별시
A000810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.36,,19.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.09,,15.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,,12.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.98,,12.71,,,,,,,,,,,,,,,,,,,,,,0.71,,,,삼성화재해상보험,보험업,"손해보험의 원수,재보험,운용자산의 투자활동",1975-06-30,12월,최영무,http://www.samsungfire.com,서울특별시
A000850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.46,5.96,7.56,0.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.41,9.88,15.50,0.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.44,9.79,14.04,0.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.31,5.57,7.14,0.42,,,,,,,,,,,,,,,,,,,,,0.29,,,,화천기공,특수 목적용 기계 제조업,"CNC선반,CNC밀링,연마기(금속공작기계),MC공작기계,COPY밀링기계,주방품 제조,도매",1999-11-18,12월,"각자대표이사 권영두, 권영렬",http://www.hwacheon.com,광주광역시
A000860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.60,5.84,6.45,0.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.51,5.97,6.78,0.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.50,8.66,10.50,0.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.31,3.66,4.21,0.53,,,,,,,,,,,,,,,,,,,,,0.28,,,,강남제비스코,기타 화학제품 제조업,"도료(페인트,락카,신나,에나멜,바니쉬),안료 제조,판매",1975-11-12,12월,"황익준,김재현(각자대표이사)",http://www.jevisco.com,부산광역시
A000880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.69,5.40,,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.77,1.97,5.76,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.89,3.06,10.02,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.73,2.15,6.55,0.06,,,,,,,,,,,,,,,,,,,,,0.51,,,,한화,기타 화학제품 제조업,"화약,화공품,자동선반류,공작기계 제조,전자교환기,건설,정보통신,종합무역/임직원 및 개인대상 교육,세미나 및 워크샵 중계,동영상광고",1976-06-24,12월,"금춘수, 옥경석, 이민석",http://www.hanwhacorp.co.kr,서울특별시
A000890,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.83,9.57,21.14,1.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.45,29.04,,1.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.95,4.01,8.76,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.63,,,2.23,,,,,,,,,,,,,,,,,,,,,1.62,,,,보해양조,알코올음료 제조업,"주류(소주,매취,실비우스,위스키) 제조,음료 도매",1988-09-23,12월,임지선(단독 대표이사),http://www.bohae.co.kr,전라남도
A000910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.53,102.45,,0.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.47,19.62,527.75,0.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.39,3.63,12.10,0.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.49,,,0.29,,,,,,,,,,,,,,,,,,,,,0.67,,,,유니온,"시멘트, 석회, 플라스터 및 그 제품 제조업","백시멘트,타일시멘트,알루미나시멘트,용융알루미나,급결제,필터프레스,유니필터제조,도매",1996-07-03,12월,"이건영, 강병호 (각자 대표이사)",http://www.unioncement.com,서울특별시
A000950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.51,,,0.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.24,,,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.19,50.95,,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.20,,,0.19,,,,,,,,,,,,,,,,,,,,,0.24,,,,전방,방적 및 가공사 제조업,"면사,면혼방사,마혼방사,화섬사,염색사,자수사,소모사,면직물,면혼방직물,화섬직물,특수가공직물 제조,판매,수출",1968-10-21,12월,"조규옥, 김형건",http://www.chonbang.co.kr,서울특별시
A000970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.12,12.55,20.88,0.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.85,6.24,8.69,0.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.89,11.01,19.43,0.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.85,15.42,34.17,0.54,,,,,,,,,,,,,0.94,,,,한국주철관공업,1차 철강 제조업,"수도용주철관,강관 제조",1969-12-12,03월,"홍동국, 김태형, 김형규, 김길출 (각자대표제)",http://www.kcip.co.kr,부산광역시
A000990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.29,3.04,5.02,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.94,4.22,8.01,0.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.11,2.96,4.85,0.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.83,3.13,5.56,0.72,,,,,,,,,,,,,,,,,,,,,1.08,,,,DB하이텍,반도체 제조업,반도체 제조,1975-12-12,12월,최창식,http://www.dbhitek.co.kr,서울특별시
A001000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.67,,,18.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.46,143.52,238.61,15.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.45,107.86,153.24,15.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.68,155.55,306.13,11.15,,,,,,,,,,,,,,,,,,,,,,,,,신라섬유,부동산 임대 및 공급업,부동산,1994-06-28,12월,박재흥,무,대구광역시
A001020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.71,,,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.81,,,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.19,,,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.45,,,0.12,,,,,,,,,,,,,,,,,,,,,2.50,,,,페이퍼코리아,"펄프, 종이 및 판지 제조업","제지(신문용지,중질지),합판 제조,건설,석유류 판매",1976-06-26,12월,권육상,http://www.papercorea.co.kr,전라북도
A001040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.97,4.85,36.31,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.42,3.31,25.00,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.32,2.74,11.68,0.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.90,1.95,13.92,0.13,,,,,,,,,,,,,,,,,,,,,0.63,,,,CJ,기타 금융업,지주회사,1973-06-29,12월,"손경식, 박근희, 김홍기",http://www.cj.net,서울특별시
A001060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.08,35.39,357.69,1.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.06,136.71,,2.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.62,54.62,,1.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.34,35.07,112.04,1.68,,,,,,,,,,,,,,,,,,,,,2.24,,,,JW중외제약,의약품 제조업,"수액제,소화기궤양치료제,항생제,항암제 제조,도매",1976-06-14,12월,"대표이사 신영섭, 이성열(각자 대표이사)",http://www.jw-pharma.co.kr,서울특별시
A001070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.41,,,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.53,256.70,,0.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.47,,,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.43,5.28,6.17,0.37,,,,,,,,,,,,,,,,,,,,,0.59,,,,대한방직,직물직조 및 직물제품 제조업,"면사,화섬사,면직물 제조,판매,건설",1973-12-28,12월,"설 범, 김 인호",http://www.thtc.co.kr,서울특별시
A001080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.30,6.86,18.61,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.32,7.52,19.36,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.32,9.27,30.50,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.32,11.50,75.47,0.38,,,,,,,,,0.29,,,,만호제강,1차 철강 제조업,"와이어로프,합성섬유로프,특수강선 제조,수출,임대",1977-06-18,06월,김상환,http://www.manhorope.com,부산광역시
A001120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.09,,,0.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.91,10.10,19.50,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.88,7.53,17.48,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.53,365.43,,0.06,,,,,,,,,,,,,,,,,,,,,0.49,,,,LG상사,상품 중개업,"전자,기계,화공,유류.금속,의류 수출입,도소매",1976-01-30,12월,윤춘성,http://www.lgicorp.com,서울특별시
A001130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.47,5.29,9.11,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.46,5.97,11.16,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.39,3.79,5.51,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.39,4.06,5.78,0.34,,,,,,,,,,,,,,,,,,,,,0.36,,,,대한제분,"곡물가공품, 전분 및 전분제품 제조업","소맥분,토코밀,프리믹스,밀가루조제품,제분부산물 제조/파스타 수입,판매",1970-11-25,12월,"이건영, 박현용",http://www.dhflour.co.kr,서울특별시
A001140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,,,0.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.31,,,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.89,,,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.41,,,0.27,,,,,,,,,,,,,,,,,,,,,6.25,,,,카리스국보,도로 화물 운송업,"화물자동차운송,콘테이너운송,수출입화물보관,도로운송,CY보관,하역",1989-12-02,12월,"하현, 윤성재 (각자 대표)",http://www.kukbo.com,서울특별시
A001200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.42,,5.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.35,,5.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.48,,6.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.31,,4.95,,,,,,,,,,,,,,,,,,,,,,0.26,,,,유진증권,금융 지원 서비스업,"유가증권 매매,중개,인수",1987-08-24,12월,유창수 대표이사,http://www.eugenefn.com,서울특별시
A001210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.58,,,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.50,,,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.55,,,0.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.60,,,0.60,,,,,,,,,,,,,,,,,,,,,0.28,,,,금호전기,전구 및 조명장치 제조업,"형광등,백열전구,전구식현광등,실드빔(차량용전조) 제조,판매",1973-11-15,12월,박명구,http://www.khe.co.kr,서울특별시
A001230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.26,19.33,,0.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.48,3.35,17.20,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.46,4.33,231.73,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.36,,,0.12,,,,,,,,,,,,,,,,,,,,,0.33,,,,동국제강,1차 철강 제조업,"후판,철근,강판,형강,앵글,찬넬,평철 제조,판매",1988-05-09,12월,"장세욱, 김연극",http://www.dongkuk.co.kr,서울특별시
A001250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.49,,,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.82,4.18,11.36,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.63,5.26,10.90,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.53,4.83,9.90,0.05,,,,,,,,,,,,,,,,,,,,,0.50,,,,GS글로벌,상품 종합 도매업,"수출입업(시멘트,철강금속,전기전자,섬유,기계화학),상품중개,광업,채석업/하수처리 서비스/부동산 임대",1976-06-26,12월,김태형,http://www.gsgcorp.com,서울특별시
A001260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.72,,,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.75,,,0.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.36,28.31,34.76,0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.37,18.93,20.46,0.74,,,,,,,,,,,,,,,,,,,,,2.53,,,,남광토건,토목 건설업,"토목공사,건축공사,기전공사,측량설계시공,용역/철구조물 제조",1976-12-28,12월,김근영,http://www.namkwang.co.kr,경기도
A001270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.47,,8.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.51,,9.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.66,,8.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.58,,10.34,,,,,,,,,,,,,,,,,,,,,,0.50,,,,부국증권,금융 지원 서비스업,"유가증권 매매,위탁매매,인수,주선",1988-07-19,12월,박현철,http://www.bookook.co.kr,서울특별시
A001290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.57,,25.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.90,,,,,,,,,,,,,,,,,,,,,,,,1.14,,,,상상인증권,금융 지원 서비스업,유가증권 매매,1988-09-23,12월,이명수,http://www.sangsanginib.com,서울특별시
A001340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.67,22.41,,0.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.67,6.07,37.65,0.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.86,6.57,18.75,0.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.71,3.26,5.01,0.64,,,,,,,,,,,,,,,,,,,,,0.69,,,,백광산업,기초 화학물질 제조업,"가성소다,합성염산 제조,판매",1976-06-10,12월,김성훈,http://www.pkic.co.kr,전라북도
A001360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.16,150.28,,5.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.97,,,3.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.73,,,3.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.12,79.45,,2.89,,,,,,,,,,,,,,,,,,,,,1.16,,,,삼성제약,의약품 제조업,"의약품(까스명수,쓸기담,에프킬라에어졸,액체우황청심원) 제조,도매",1975-07-04,12월,"김상재, 김기호 각자대표",http://www.sspharm.co.kr,경기도
A001380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.93,,,0.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.21,61.16,,1.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.39,49.32,487.62,1.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.98,22.79,40.05,0.97,,,,,,,,,,,,,,,,,,,,,0.68,,,,SG충방,자동차 신품 부품 제조업,"자동차시트커버(Seat Trim Cover), 면사, 면ㆍ혼방사 등의 제조 및 판매",1976-06-29,12월,이의범,http://www.sgchoongbang.com,충청남도
A001390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.85,4.71,10.42,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.80,4.50,13.20,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.24,7.18,67.63,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.87,5.12,64.56,0.17,,,,,,,,,,,,,,,,,,,,,0.41,,,,KG케미칼,기초 화학물질 제조업,"콘크리트혼화제, 비료, 친환경농자재, 수처리제",1989-08-25,12월,곽정현,http://www.kgchem.co.kr,울산광역시
A001420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.86,19.82,41.37,0.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.98,15.13,22.79,1.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.79,16.98,31.85,1.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.20,39.58,111.20,1.81,,,,,,,,,,,,,,,,,,,,,,,,,태원물산,자동차 신품 부품 제조업,"자동차부품,워터펌프,인산정제석고,건축자재(불연내장재), 제조,수출입",1975-06-24,12월,남기영,http://www.twms.co.kr,서울특별시
A001430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.67,3.48,6.56,0.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.52,3.82,10.33,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.56,3.67,8.22,0.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.34,3.40,30.24,0.19,,,,,,,,,,,,,,,,,,,,,0.32,,,,세아베스틸,1차 철강 제조업,"특수강,철도용품,자동차부품 제조,수출입",1991-03-12,12월,"김철희, 박준두",http://www.seahbesteel.co.kr,서울특별시
